HH_NUM,SOCEC,CITY,PER_DESCcounter,CONFIGcounter,HOME_APPcounter,PETS_RECcounter,HH_INSTAcounter,HH_SIZEcounter,PER_NUM,AGE,SEX,REL_TO_HOH,WT_TYPE,DROPPED,PER_MIT,OCCUPATION,EDUCATION,UNIT_NUM,PROVIDER,CABLE_TV,PARA_ANT,sum[BW_TVCOLOR_TV],PROVEDOR_DE_CABLE,COLOR_TV,RADIO,TELEPHONE,SAMP_ST_D,N_PER
,,,,,,,,,4,3,2,5,1,0,4,4,1,,,,,,,,,,,
,,,,,,,,,5,6,1,5,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210514,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722221,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,61,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,82,2,5,1,0,2,3,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,6,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210601,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722227,2,1,4,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,47,1,1,1,0,1,3,6,,,,,,,,,,,
,,,,,,,,,2,41,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,22,2,4,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,17,1,4,1,0,4,4,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,2,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210708,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722229,2,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,52,1,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,38,1,5,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201212,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722234,1,1,5,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,58,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,60,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,34,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,28,2,4,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,5,32,1,4,1,0,5,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,2,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201209,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722236,2,1,5,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,43,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,46,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,23,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,14,2,4,1,0,4,4,4,,,,,,,,,,,
,,,,,,,,,5,7,1,4,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,5,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722244,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,64,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,66,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,4,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210930,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722246,2,1,5,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,61,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,59,2,3,1,0,2,3,4,,,,,,,,,,,
,,,,,,,,,3,39,1,4,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,29,2,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,5,22,2,4,1,0,5,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,2,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210616,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722247,2,1,4,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,64,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,63,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,49,1,4,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,22,2,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,4,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,4,2,4,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210527,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722254,1,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,59,1,1,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,49,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,23,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,28,1,4,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210528,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722265,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,37,1,1,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,60,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,5,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210318,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722275,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,65,2,2,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,17,2,5,1,0,2,4,3,,,,,,,,,,,
,,,,,,,,,3,22,1,5,1,0,3,4,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
722279,1,1,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,30,2,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,64,2,3,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,28,1,5,1,0,3,3,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,6,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211008,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
722281,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,36,1,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,36,1,5,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,6,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210826,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722286,2,1,5,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,78,1,1,1,0,1,3,7,,,,,,,,,,,
,,,,,,,,,2,76,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,40,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,15,1,5,1,0,4,4,3,,,,,,,,,,,
,,,,,,,,,5,12,1,5,1,0,5,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722306,2,1,4,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,43,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,43,2,3,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,24,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,19,2,4,1,0,4,4,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,2,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20200627,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722313,1,1,5,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,49,2,2,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,28,1,4,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,26,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,76,1,5,1,0,4,3,1,,,,,,,,,,,
,,,,,,,,,5,71,2,5,1,0,5,3,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722317,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,47,2,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,22,1,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,19,2,4,1,0,3,4,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20200923,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
722319,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,57,2,2,1,0,1,3,6,,,,,,,,,,,
,,,,,,,,,2,31,1,4,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,3,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722328,1,1,5,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,31,2,3,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,10,2,4,1,0,2,4,2,,,,,,,,,,,
,,,,,,,,,3,7,2,4,1,0,3,4,1,,,,,,,,,,,
,,,,,,,,,4,4,2,4,1,0,4,4,1,,,,,,,,,,,
,,,,,,,,,5,20,1,1,1,0,5,3,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,4,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210407,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722330,2,1,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,48,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,56,2,3,1,0,2,3,4,,,,,,,,,,,
,,,,,,,,,3,23,2,4,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,16,1,4,1,0,4,4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211210,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722349,2,1,5,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,91,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,86,2,3,1,0,2,3,1,,,,,,,,,,,
,,,,,,,,,3,50,2,5,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,29,2,5,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,5,27,1,5,1,0,5,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,4,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,4,3,4,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210126,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722368,1,1,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,45,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,46,2,3,1,0,2,3,2,,,,,,,,,,,
,,,,,,,,,3,24,2,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,17,1,4,1,0,4,4,4,,,,,,,,,,,
,,,,,,,,,5,19,1,4,1,0,5,4,4,,,,,,,,,,,
,,,,,,,,,6,6,1,5,1,0,6,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
722400,2,1,6,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,42,2,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,22,1,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,20,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,16,1,4,1,0,4,3,4,,,,,,,,,,,
,,,,,,,,,5,14,1,4,1,0,5,4,4,,,,,,,,,,,
,,,,,,,,,6,69,2,5,1,0,6,3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,2,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201010,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
722404,2,1,4,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,50,2,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,59,2,5,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,20,2,5,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,78,2,5,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211129,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722408,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,75,2,2,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,38,1,4,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210326,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722412,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,65,1,1,1,0,1,3,2,,,,,,,,,,,
,,,,,,,,,2,57,2,3,1,0,2,3,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20201016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722460,2,1,6,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,74,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,59,2,4,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,54,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,42,2,4,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,5,32,1,5,1,0,5,3,7,,,,,,,,,,,
,,,,,,,,,6,18,2,5,1,0,6,4,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,2,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211119,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
722466,2,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,52,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,20,1,4,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,33,1,5,1,0,3,3,4,,,,,,,,,,,
,,,,,,,,,4,30,2,5,1,0,4,3,2,,,,,,,,,,,
,,,,,,,,,5,8,1,5,1,0,5,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211118,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722468,2,1,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,58,2,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,31,1,4,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,30,2,4,1,0,3,3,7,,,,,,,,,,,
,,,,,,,,,4,28,2,4,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,6,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210527,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722476,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,64,2,2,1,0,1,3,3,,,,,,,,,,,
,,,,,,,,,2,27,1,4,1,0,2,3,7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,5,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20210929,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722499,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,29,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,32,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,7,1,4,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20211216,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
722556,2,1,4,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,60,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,47,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,18,1,4,1,0,3,4,4,,,,,,,,,,,
,,,,,,,,,4,77,2,5,1,0,4,3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220505,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722559,2,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,50,2,2,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,30,1,4,1,0,2,3,6,,,,,,,,,,,
,,,,,,,,,3,25,1,4,1,0,3,3,5,,,,,,,,,,,
,,,,,,,,,4,29,2,5,1,0,4,3,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20230109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722618,1,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,32,1,1,1,0,1,3,4,,,,,,,,,,,
,,,,,,,,,2,37,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,15,2,4,1,0,3,4,3,,,,,,,,,,,
,,,,,,,,,4,8,1,4,1,0,4,4,2,,,,,,,,,,,
,,,,,,,,,5,4,2,4,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220510,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
722664,2,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,67,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,68,2,3,1,0,2,3,3,,,,,,,,,,,
,,,,,,,,,3,35,2,4,1,0,3,3,6,,,,,,,,,,,
,,,,,,,,,4,6,1,5,1,0,4,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,1,5,1,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20221027,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
722671,2,1,5,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,33,1,1,1,0,1,3,5,,,,,,,,,,,
,,,,,,,,,2,40,2,3,1,0,2,3,5,,,,,,,,,,,
,,,,,,,,,3,14,1,4,1,0,3,4,2,,,,,,,,,,,
,,,,,,,,,4,3,2,4,1,0,4,4,1,,,,,,,,,,,
,,,,,,,,,5,2,2,4,1,0,5,4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20220303,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
